id	filename	md5	size	state
10c3ff6b-1138-4ac9-bb3d-aca7844556d8	10c3ff6b-1138-4ac9-bb3d-aca7844556d8/nationwidechildrens.org_clinical.TCGA-QH-A6X9.xml	831f2fefaadff113fd9848684eea3070	30928	validated
110f714a-d92e-460f-8cf7-dd97e508fdfd	110f714a-d92e-460f-8cf7-dd97e508fdfd/nationwidechildrens.org_clinical.TCGA-TM-A84F.xml	19c760e194cb712dd5b3b021357b0bef	35932	validated
11530158-348b-442e-9d81-fe4656c62c4a	11530158-348b-442e-9d81-fe4656c62c4a/nationwidechildrens.org_clinical.TCGA-S9-A6TZ.xml	78c3f3abac66e3dbca6096894607c265	44107	validated
11f5044f-4b9b-4ffd-927c-dccf2a14a62a	11f5044f-4b9b-4ffd-927c-dccf2a14a62a/nationwidechildrens.org_clinical.TCGA-DU-7294.xml	19730c6ff3acd85ac0670e682a520fdd	30638	validated
128728d6-b17a-4887-b364-abab3dbc5386	128728d6-b17a-4887-b364-abab3dbc5386/nationwidechildrens.org_clinical.TCGA-TQ-A7RN.xml	221784a44993bbac4b1599e33d432ec5	31307	validated
128c3537-65dd-45f8-90ee-cdc9e861087b	128c3537-65dd-45f8-90ee-cdc9e861087b/nationwidechildrens.org_clinical.TCGA-TM-A7C3.xml	7f16dbb0be341bb424cd5251427e67c8	50252	validated
136a00db-efb2-44fd-ab16-2ba285675945	136a00db-efb2-44fd-ab16-2ba285675945/nationwidechildrens.org_clinical.TCGA-DB-A75M.xml	e57a20ee9a851e29256e891ef8a59683	41691	validated
138002f2-6bbc-45ce-98df-332983901f13	138002f2-6bbc-45ce-98df-332983901f13/nationwidechildrens.org_clinical.TCGA-DU-A5TS.xml	3df41afd414d07c978da2f84e273ee54	41812	validated
14c25e4a-b585-42ab-a158-a79a474a37cc	14c25e4a-b585-42ab-a158-a79a474a37cc/nationwidechildrens.org_clinical.TCGA-DB-A4XD.xml	4b5dfaab73b0d34ca1904069cbbc67a1	41513	validated
14cef899-429e-42a7-ab52-bc4b36cddf18	14cef899-429e-42a7-ab52-bc4b36cddf18/nationwidechildrens.org_clinical.TCGA-DH-5142.xml	97db22fbab44b3ab285b41348fabfbff	62763	validated
14e37af9-ee6f-4b0e-a0f4-3bf704085d85	14e37af9-ee6f-4b0e-a0f4-3bf704085d85/nationwidechildrens.org_clinical.TCGA-WY-A85D.xml	85ba69d6348ea49f99be3bb6f4379304	23190	validated
15c392fc-ad4d-450e-84fd-1b4237a3a2be	15c392fc-ad4d-450e-84fd-1b4237a3a2be/nationwidechildrens.org_clinical.TCGA-P5-A5F0.xml	d34f213eb2ae5f2c878408912762c02e	52977	validated
15cbed64-def3-485b-a118-49551c5dc58f	15cbed64-def3-485b-a118-49551c5dc58f/nationwidechildrens.org_clinical.TCGA-HT-7476.xml	c4bb3bceb8d5a6de762209478a0627f0	48316	validated
15dfbefe-3639-4316-bd76-97c25d57e6a8	15dfbefe-3639-4316-bd76-97c25d57e6a8/nationwidechildrens.org_clinical.TCGA-TM-A84G.xml	00bb8fa65c9fa9ce563b086ba291cc64	35936	validated
1658af63-4a94-4c20-8457-e7e37ef57e41	1658af63-4a94-4c20-8457-e7e37ef57e41/nationwidechildrens.org_clinical.TCGA-VM-A8CF.xml	1170974b6ea8e52fa1b66c81ac8cabff	46224	validated
168db80f-2f72-4091-9e9d-e5caaaa09b02	168db80f-2f72-4091-9e9d-e5caaaa09b02/nationwidechildrens.org_clinical.TCGA-DB-A64W.xml	78f7e2448335ae32e9b2fa3b5db19a6a	41614	validated
16dd1089-ea5f-4796-ab30-66b29f5fef6d	16dd1089-ea5f-4796-ab30-66b29f5fef6d/nationwidechildrens.org_clinical.TCGA-HT-7482.xml	fc9d61a37ec0a34c26bce0a4145fbf3c	50798	validated
16f991ff-06a0-4070-9388-a09491afb091	16f991ff-06a0-4070-9388-a09491afb091/nationwidechildrens.org_clinical.TCGA-QH-A65R.xml	7ad17135a1ae8ae2cd9b977fa79e3562	41966	validated
17d951e7-5dc9-4da6-8c2a-add42f6057ff	17d951e7-5dc9-4da6-8c2a-add42f6057ff/nationwidechildrens.org_clinical.TCGA-QH-A6CZ.xml	b80fe3e35c4f96388c4c6e6f6e236376	31393	validated
186eaec9-46f1-43ab-b7eb-afca51fcfbf9	186eaec9-46f1-43ab-b7eb-afca51fcfbf9/nationwidechildrens.org_clinical.TCGA-S9-A6U0.xml	65d9dce0a9d1cbcab69c3ba333ad6d08	73077	validated
18dbac67-e2b7-42f8-9317-b070b710303b	18dbac67-e2b7-42f8-9317-b070b710303b/nationwidechildrens.org_clinical.TCGA-QH-A6CV.xml	29496f2e8e84362b7a70e7553f382aa3	40728	validated
18eba95f-6cba-4125-a771-8e5d6107bb3d	18eba95f-6cba-4125-a771-8e5d6107bb3d/nationwidechildrens.org_clinical.TCGA-S9-A6TS.xml	44023910cd49e9fcdc67be2dba7c210d	53790	validated
190d2fa6-a8ee-49f7-9bab-4babaf3da73d	190d2fa6-a8ee-49f7-9bab-4babaf3da73d/nationwidechildrens.org_omf.TCGA-DU-A76O.xml	9b60dcb47da4877d592a12a737c61724	11154	validated
1922985c-8b0f-4b69-bf0c-109823e200b8	1922985c-8b0f-4b69-bf0c-109823e200b8/nationwidechildrens.org_clinical.TCGA-HT-8106.xml	3ff24f387284e24a41713b38c8b7b85e	30847	validated
1984e470-74ee-4d4e-8b76-d97ab7f83308	1984e470-74ee-4d4e-8b76-d97ab7f83308/nationwidechildrens.org_clinical.TCGA-DU-A76L.xml	018fd7cc5e1e1d24b26f8b6c73a4be68	50976	validated
1b309c9e-b8d0-412e-8762-853036335fd8	1b309c9e-b8d0-412e-8762-853036335fd8/nationwidechildrens.org_clinical.TCGA-HT-7611.xml	08b3a79955ccca194ef6a6109994bdfd	30726	validated
1b39bfb3-be66-4822-864a-dba6d34390f6	1b39bfb3-be66-4822-864a-dba6d34390f6/nationwidechildrens.org_clinical.TCGA-FG-A60J.xml	02ea1ca660324d82f43d417daf25d977	39148	validated
1b71528f-104c-4903-8c16-610e574e685d	1b71528f-104c-4903-8c16-610e574e685d/nationwidechildrens.org_clinical.TCGA-FG-A60L.xml	6da8320e368800149c04aafbe6b0ffc8	39146	validated
1b9e7605-67e6-4485-8d78-5ab14504076b	1b9e7605-67e6-4485-8d78-5ab14504076b/nationwidechildrens.org_clinical.TCGA-DU-A6S2.xml	9bce9be94b07080597d0e5a72f32fe9a	31540	validated
1be0bdce-a560-477c-b6a4-a84870dfafb6	1be0bdce-a560-477c-b6a4-a84870dfafb6/nationwidechildrens.org_clinical.TCGA-DB-A4XH.xml	dd69cba17217bc1392f9149ea6fc6a1b	30958	validated
1c3cde00-de1f-488f-83f0-d7822e69d688	1c3cde00-de1f-488f-83f0-d7822e69d688/nationwidechildrens.org_clinical.TCGA-S9-A6WI.xml	6f05fffbd2e95c5e9924f7a4ce5adbbd	35915	validated
1ce36b8e-d82f-4bdf-955d-fa6f6ea1049a	1ce36b8e-d82f-4bdf-955d-fa6f6ea1049a/nationwidechildrens.org_clinical.TCGA-FG-A6J3.xml	faecf93b86e0eba09b19bcd3ecc2664d	47730	validated
1d7807c4-afbd-4395-abd4-e60afe2c1141	1d7807c4-afbd-4395-abd4-e60afe2c1141/nationwidechildrens.org_clinical.TCGA-FG-8189.xml	b2c2ee0aed7efa4f7740327856ce53f6	47774	validated
1db3a3e7-a390-4529-bc2e-5293e42d6e84	1db3a3e7-a390-4529-bc2e-5293e42d6e84/nationwidechildrens.org_clinical.TCGA-DB-A4XB.xml	4aee919dfd952ba1564903361d26c5a1	41572	validated
1e2424b3-efa1-404f-8be6-7d0c7d3c2e8b	1e2424b3-efa1-404f-8be6-7d0c7d3c2e8b/nationwidechildrens.org_clinical.TCGA-DU-8166.xml	03900290b388fd9f206c75a04404cb65	52956	validated
1e779c3f-d81f-4c05-bf97-a9f28acb1b90	1e779c3f-d81f-4c05-bf97-a9f28acb1b90/nationwidechildrens.org_clinical.TCGA-FG-A60K.xml	e462c72924b0b76ea18823fcad8acb81	31283	validated
1e8a3ebc-0b74-4d50-8ab2-07451c05fedf	1e8a3ebc-0b74-4d50-8ab2-07451c05fedf/nationwidechildrens.org_omf.TCGA-IK-8125.xml	23b4c84b58c5bafe4a9926638c4c6d52	10742	validated
20dcb790-3ecc-49b8-bc70-7a183d0b13d3	20dcb790-3ecc-49b8-bc70-7a183d0b13d3/nationwidechildrens.org_clinical.TCGA-FG-8185.xml	161c1253be33f7ad03f679e85182c984	47238	validated
2251c2d1-cd0c-494b-a78a-d6b8119c681b	2251c2d1-cd0c-494b-a78a-d6b8119c681b/nationwidechildrens.org_clinical.TCGA-S9-A7QY.xml	dd27fd62b37280f4eecb36c70217fdb1	37117	validated
239f0034-0fbe-4584-8653-52f2f600f690	239f0034-0fbe-4584-8653-52f2f600f690/nationwidechildrens.org_clinical.TCGA-DB-A64L.xml	82a7348633aab0a289dbbb70bf46eaae	31450	validated
23a18926-a6b3-40e5-a6e8-75f0ad4f9d7c	23a18926-a6b3-40e5-a6e8-75f0ad4f9d7c/nationwidechildrens.org_clinical.TCGA-DU-8164.xml	f33eeee9a0d41cf790c23f9117c28f76	36435	validated
2587b728-1e5c-4c6d-a213-6b341d8c463b	2587b728-1e5c-4c6d-a213-6b341d8c463b/nationwidechildrens.org_clinical.TCGA-VM-A8CA.xml	4285dd05525545225e9d3a65dbe5f68b	36372	validated
258f2ab0-d35c-4d3e-9221-80f9408a075d	258f2ab0-d35c-4d3e-9221-80f9408a075d/nationwidechildrens.org_clinical.TCGA-HT-7609.xml	9bd9c48939a556c44772a0d5503f6673	48552	validated
258fee26-2d4f-4f8c-b333-c6101af67f13	258fee26-2d4f-4f8c-b333-c6101af67f13/nationwidechildrens.org_clinical.TCGA-DU-8158.xml	696fcdf5cc31986450e5173b234ac956	32853	validated
26100735-1271-4fb1-af41-04c139fb4afa	26100735-1271-4fb1-af41-04c139fb4afa/nationwidechildrens.org_clinical.TCGA-HT-7881.xml	64519c07cc72f3da01995b116963daba	43847	validated
269af1da-4544-4330-8d5b-64e8b9a3de34	269af1da-4544-4330-8d5b-64e8b9a3de34/nationwidechildrens.org_clinical.TCGA-VW-A8FI.xml	341e8d9db1d24957f63f2f2590dcc9d6	33450	validated
26d3e396-29b6-4590-9705-eb6162043ffe	26d3e396-29b6-4590-9705-eb6162043ffe/nationwidechildrens.org_clinical.TCGA-VM-A8C8.xml	c6108a2189431980a2747630fdae0654	49516	validated
26f126f9-3e49-48da-9310-8051edb69115	26f126f9-3e49-48da-9310-8051edb69115/nationwidechildrens.org_clinical.TCGA-RY-A847.xml	c8d0104f52ad686f43d86c5c8e0bfa2e	30979	validated
280c8b70-2fc9-4f3e-8b3e-98d7188e4fbb	280c8b70-2fc9-4f3e-8b3e-98d7188e4fbb/nationwidechildrens.org_clinical.TCGA-QH-A86X.xml	0e2c3cdf2d8a6e3bf07d42697183200e	31304	validated
283c1a39-1bb2-4e21-b292-6017f477a5c8	283c1a39-1bb2-4e21-b292-6017f477a5c8/nationwidechildrens.org_clinical.TCGA-TM-A84M.xml	3e844d19c1b9e050ce8a1882a7241c84	53418	validated
2883d6f4-d69a-406d-96f6-904c92f79084	2883d6f4-d69a-406d-96f6-904c92f79084/nationwidechildrens.org_clinical.TCGA-DU-7010.xml	d05528f7ff04b10f4ac60869f11cfc56	48162	validated
29145f7a-de5f-4136-ad60-adebaf901b30	29145f7a-de5f-4136-ad60-adebaf901b30/nationwidechildrens.org_clinical.TCGA-DU-5849.xml	aac08dad029893bba267f483ef12dec6	36809	validated
2933dc58-5809-4d16-b854-2d8921841b89	2933dc58-5809-4d16-b854-2d8921841b89/nationwidechildrens.org_clinical.TCGA-VM-A8CB.xml	833d134e12e347ff98c5192b52a0f342	30416	validated
2983b947-a7e1-4f8d-a944-bde843fe3127	2983b947-a7e1-4f8d-a944-bde843fe3127/nationwidechildrens.org_clinical.TCGA-DU-5853.xml	106c7a6444e9038a5e0ecc7375c30ebe	41988	validated
2a39af22-8a4d-4f75-abec-46b8b2bd7baa	2a39af22-8a4d-4f75-abec-46b8b2bd7baa/nationwidechildrens.org_clinical.TCGA-DU-A5TY.xml	a28015a02c8090b1425b5fa734940fa9	81492	validated
2b1a1cde-c2a1-489f-a265-3701cc69e1a9	2b1a1cde-c2a1-489f-a265-3701cc69e1a9/nationwidechildrens.org_clinical.TCGA-TM-A84O.xml	868012b461e9373e7f526e8960b702b9	35834	validated
2b331e02-0a63-474d-a4ef-cabbe570362a	2b331e02-0a63-474d-a4ef-cabbe570362a/nationwidechildrens.org_clinical.TCGA-RY-A83Z.xml	583bd4d23d8e3b19844ba6d278463cee	30751	validated
2c249cd4-6c66-4355-b4fe-d508779f919a	2c249cd4-6c66-4355-b4fe-d508779f919a/nationwidechildrens.org_clinical.TCGA-HT-8564.xml	59f6edec43980d0ae263e7f1e9715c31	53490	validated
2ce57aa1-48ba-441f-8426-be30ad372df0	2ce57aa1-48ba-441f-8426-be30ad372df0/nationwidechildrens.org_clinical.TCGA-FG-8186.xml	960e37271f62b1efa70f8f3ccc6b55fe	35643	validated
2dcd58ee-1125-4c82-969c-1838171b335e	2dcd58ee-1125-4c82-969c-1838171b335e/nationwidechildrens.org_clinical.TCGA-DU-8168.xml	7ab924e222de3ee575872aeb66a3958d	47097	validated
2de179b1-0337-4f3b-9543-b1bed2f659ef	2de179b1-0337-4f3b-9543-b1bed2f659ef/nationwidechildrens.org_clinical.TCGA-DB-5278.xml	044d545eabab04e8eac35742ddf2b0ae	43976	validated
2df8e488-7381-4b46-b800-3fe5ee6f8a3b	2df8e488-7381-4b46-b800-3fe5ee6f8a3b/nationwidechildrens.org_clinical.TCGA-S9-A6U6.xml	44ba91f7fc1e92913b39f750fe51a0e5	43763	validated
2e874b4a-1120-4056-a509-f316dc8f96be	2e874b4a-1120-4056-a509-f316dc8f96be/nationwidechildrens.org_clinical.TCGA-DU-7018.xml	ac3a2ff78092c8a52d08c62447c36fb5	43665	validated
2ee73df3-3c75-4e67-807c-d7f9c345087d	2ee73df3-3c75-4e67-807c-d7f9c345087d/nationwidechildrens.org_clinical.TCGA-IK-7675.xml	4cf700c0afebc460d7c16d0af039cab1	47371	validated
2f0dc40e-f248-4e8d-a117-01d3e44eefe5	2f0dc40e-f248-4e8d-a117-01d3e44eefe5/nationwidechildrens.org_clinical.TCGA-HT-7680.xml	701bf3ada573078f217f2a5d8e0faaf5	30949	validated
2f95bfe3-2897-4428-b209-b4ac611f3e13	2f95bfe3-2897-4428-b209-b4ac611f3e13/nationwidechildrens.org_clinical.TCGA-P5-A5EX.xml	f7edd917e377a3d782923b939c4df7f2	41416	validated
2fb3939d-3991-4640-8433-b5d3f03b9362	2fb3939d-3991-4640-8433-b5d3f03b9362/nationwidechildrens.org_clinical.TCGA-TM-A84S.xml	b3b6a90b6cb1c4f98cdcc5c4c61ce3ac	31249	validated
2fc8de61-0f1f-4415-890d-22c3a87a9451	2fc8de61-0f1f-4415-890d-22c3a87a9451/nationwidechildrens.org_clinical.TCGA-DB-5281.xml	10896558a123a5c732235fe3f50fffb9	48245	validated
305aa9bb-a282-40c3-a3fa-449c1dc83f1b	305aa9bb-a282-40c3-a3fa-449c1dc83f1b/nationwidechildrens.org_clinical.TCGA-HT-7875.xml	fd01e827bd3e9aa76caa0ff328edec34	31038	validated
30999e8f-78cb-432f-8855-7e39bc8fb8d0	30999e8f-78cb-432f-8855-7e39bc8fb8d0/nationwidechildrens.org_clinical.TCGA-S9-A6TW.xml	cab0a3af9f04731bd82858047b6b453f	50047	validated
30fa4458-1b5c-448c-9122-b7e9e6927ecf	30fa4458-1b5c-448c-9122-b7e9e6927ecf/nationwidechildrens.org_clinical.TCGA-E1-A7YY.xml	d69167f9f2890c12f977a7ad01c3b1ed	112095	validated
30faf1b7-3436-47ec-bd17-7a358249af07	30faf1b7-3436-47ec-bd17-7a358249af07/nationwidechildrens.org_clinical.TCGA-FG-8188.xml	838b99f29181f10420e8eb5e40e8b6b8	35680	validated
311fbbfa-eeef-4007-8a58-4ccdf68d3d07	311fbbfa-eeef-4007-8a58-4ccdf68d3d07/nationwidechildrens.org_clinical.TCGA-TM-A84T.xml	cd62ca900890713e1ee290a759f45470	31204	validated
319293e0-6003-4ec0-8501-726cc44b770a	319293e0-6003-4ec0-8501-726cc44b770a/nationwidechildrens.org_clinical.TCGA-DB-A75P.xml	77f94b8c3af9ed0e5b6c9fbf3a5a42ed	31095	validated
31cf5026-5794-4ebd-8522-aac846812558	31cf5026-5794-4ebd-8522-aac846812558/nationwidechildrens.org_clinical.TCGA-DU-7013.xml	84cfdb6ebe361036d5e4531c7a5e52a4	42243	validated
3216f4cb-eea9-40e5-80f0-27987623cff4	3216f4cb-eea9-40e5-80f0-27987623cff4/nationwidechildrens.org_clinical.TCGA-HT-7477.xml	90c3b625d95054234159b455e9a946b3	41709	validated
323cdd50-5545-4485-989e-954a4065aac0	323cdd50-5545-4485-989e-954a4065aac0/nationwidechildrens.org_clinical.TCGA-P5-A735.xml	e77165e638f7398a85ae0816a4116e19	30311	validated
32483992-65a8-4752-b28e-ceb8a287084b	32483992-65a8-4752-b28e-ceb8a287084b/nationwidechildrens.org_clinical.TCGA-RY-A843.xml	441f5feb6b3d89a6f7f6661c87147797	30830	validated
32b0c8eb-ccfc-40c8-8425-aa4304595679	32b0c8eb-ccfc-40c8-8425-aa4304595679/nationwidechildrens.org_clinical.TCGA-DB-5280.xml	57a8621f36282858fa6731178c0a41f2	30745	validated
32d0b800-647e-45da-b635-4a0ba97256a3	32d0b800-647e-45da-b635-4a0ba97256a3/nationwidechildrens.org_clinical.TCGA-E1-A7YS.xml	1ba37e1f7b16fb91934e9186f9fcde19	47425	validated
331e2039-5392-4b74-8485-29c46432457f	331e2039-5392-4b74-8485-29c46432457f/nationwidechildrens.org_clinical.TCGA-EZ-7264.xml	a5fbeeaf02c86511058c7f82c3778f21	38691	validated
334640e5-78db-43c5-8b8e-ce61ae9de834	334640e5-78db-43c5-8b8e-ce61ae9de834/nationwidechildrens.org_clinical.TCGA-E1-A7YJ.xml	0c0f654f2d4b4e3f5dd62847779a0007	65291	validated
335ddc16-5648-4e8c-9331-03cb4e5d2817	335ddc16-5648-4e8c-9331-03cb4e5d2817/nationwidechildrens.org_clinical.TCGA-DB-A4XG.xml	03c25c56d773ceb907183e4007bc18b5	36849	validated
33fe8cce-f525-4e33-8bea-f88ab9b1e4c0	33fe8cce-f525-4e33-8bea-f88ab9b1e4c0/nationwidechildrens.org_clinical.TCGA-S9-A6U5.xml	81a2d4bddc4fe7895f0eb3b78925e90d	31284	validated
34152f70-57bb-49cf-b3cf-c7e141024074	34152f70-57bb-49cf-b3cf-c7e141024074/nationwidechildrens.org_clinical.TCGA-DU-6396.xml	9db63d0ee29cbd4a8b63b2eb1d9e7121	106245	validated
3436cd3d-7a83-49b3-b48e-d6514fcad2fa	3436cd3d-7a83-49b3-b48e-d6514fcad2fa/nationwidechildrens.org_clinical.TCGA-DB-A64V.xml	b7477ff92225f79f0731f3296712a207	36952	validated
353b44de-97da-4448-9220-8fbfbce6a399	353b44de-97da-4448-9220-8fbfbce6a399/nationwidechildrens.org_omf.TCGA-DB-A4XC.xml	e47c5f72386ec41c70a713314b576d5f	11075	validated
35799a5d-9334-4ad5-b83a-d1253c085c30	35799a5d-9334-4ad5-b83a-d1253c085c30/nationwidechildrens.org_omf.TCGA-R8-A73M.xml	47bd361d3ac8cfd451f5cca6dd10602c	10843	validated
35e08c67-ebbc-4685-afe3-d05f6fd8ae91	35e08c67-ebbc-4685-afe3-d05f6fd8ae91/nationwidechildrens.org_clinical.TCGA-P5-A72W.xml	bebf9ea7cd6ffa57df9a124415008f9c	34739	validated
3659e6df-25a5-46ac-8902-34fe0f49a424	3659e6df-25a5-46ac-8902-34fe0f49a424/nationwidechildrens.org_clinical.TCGA-FG-6688.xml	ee3e50008ba7e0bf7e897d67ce2273da	56732	validated
3797e9ab-3471-4015-83e6-a2c6e9592293	3797e9ab-3471-4015-83e6-a2c6e9592293/nationwidechildrens.org_clinical.TCGA-HT-A74K.xml	1fe4d976bb17dd4fc4c4f0f10995a3fa	33165	validated
3996186c-c48a-478f-aec3-4dac1688dc87	3996186c-c48a-478f-aec3-4dac1688dc87/nationwidechildrens.org_clinical.TCGA-RY-A840.xml	059c92675941b2ff45a28584a927407d	31318	validated
3a177138-58c7-432a-9591-c4b396292f59	3a177138-58c7-432a-9591-c4b396292f59/nationwidechildrens.org_clinical.TCGA-S9-A6U8.xml	98899adf28008692a161b0f3564d345f	59391	validated
3b01314b-e5ad-4d97-9088-25ed1a7fac95	3b01314b-e5ad-4d97-9088-25ed1a7fac95/nationwidechildrens.org_clinical.TCGA-HT-A5RB.xml	3fab07f2a2881dfe6ab312d38857a7b9	30377	validated
3b0c1f54-0b63-484f-aa43-9ab8ee8e26aa	3b0c1f54-0b63-484f-aa43-9ab8ee8e26aa/nationwidechildrens.org_clinical.TCGA-FG-A4MT.xml	63e2954522221829efa1893cdcf2ac0f	36468	validated
3b6c31c2-e619-4c0d-95f4-67b4198096e7	3b6c31c2-e619-4c0d-95f4-67b4198096e7/nationwidechildrens.org_clinical.TCGA-P5-A5ET.xml	044f00142be4a8ae2075e1aaf362a058	30436	validated
3b78fe21-52e3-48c1-a0fd-d34f2f8790ed	3b78fe21-52e3-48c1-a0fd-d34f2f8790ed/nationwidechildrens.org_clinical.TCGA-DU-A5TW.xml	4f957cb21b7d2a6708bfa0417ba6c843	31165	validated
3bba81d3-f253-42ea-b9eb-72bc8641fd69	3bba81d3-f253-42ea-b9eb-72bc8641fd69/nationwidechildrens.org_clinical_follow_up_v1.0_lgg.txt	07afd83bebfbdc62f726ea26c507d414	279995	validated
